,Content ID,Type,Datetime,Content Type,Category,Sentiment,Score
58,457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,2020-07-07 12:17:00,GIF,healthy eating,negative,0
59,4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,2020-08-09 15:30:00,audio,animals,negative,0
60,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-04-24 11:52:00,audio,fitness,negative,0
61,ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,2021-03-18 22:16:00,audio,fitness,negative,0
62,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-12-11 19:22:00,photo,fitness,negative,0
63,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2020-09-21 08:22:00,photo,fitness,negative,0
64,34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,2021-01-27 15:57:00,photo,fitness,negative,0
65,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,2020-06-12 06:14:00,photo,veganism,negative,0
66,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2020-06-26 16:08:00,video,dogs,negative,0
67,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-05-18 09:59:00,video,dogs,negative,0
68,220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,2021-02-22 18:10:00,video,dogs,negative,0
69,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-01-09 06:27:00,GIF,healthy eating,negative,0
70,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,2020-10-27 14:22:00,GIF,healthy eating,negative,0
71,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,disgust,2021-07-02 18:56:00,GIF,studying,negative,0
72,14ed7f7b-2c96-4458-8a39-606c25c14180,disgust,2021-02-24 03:44:00,video,tennis,negative,0
73,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2020-11-24 19:10:00,GIF,tennis,negative,0
74,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-01-22 16:02:00,GIF,tennis,negative,0
75,c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,2021-03-28 13:07:00,GIF,tennis,negative,0
76,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-03-09 10:59:00,GIF,travel,negative,0
77,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-10-11 07:27:00,GIF,travel,negative,0
78,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-25 00:52:00,GIF,travel,negative,0
79,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2020-06-26 18:09:00,GIF,travel,negative,0
80,50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,2021-01-20 19:32:00,GIF,travel,negative,0
81,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-10-24 10:08:00,video,science,negative,0
82,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2020-07-08 09:07:00,video,science,negative,0
83,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2021-01-16 05:51:00,video,science,negative,0
84,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2020-09-21 09:10:00,video,technology,negative,0
85,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-04-02 07:27:00,video,technology,negative,0
86,e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-05-26 13:22:00,video,technology,negative,0
87,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2020-12-20 01:10:00,video,science,negative,0
88,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2021-03-06 02:16:00,video,science,negative,0
89,82145a60-013e-4d96-81a5-399af8618158,disgust,2021-03-02 23:56:00,audio,food,negative,0
90,d852b946-01e1-44fe-abd7-26198660cbdb,disgust,2020-10-09 10:21:00,GIF,food,negative,0
91,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-08-02 05:08:00,GIF,healthy eating,negative,0
92,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-04-23 03:13:00,GIF,healthy eating,negative,0
93,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-07-15 19:23:00,video,culture,negative,0
94,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2021-12-02 16:04:00,video,culture,negative,0
95,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-06-25 05:15:00,video,culture,negative,0
96,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-05-17 13:47:00,GIF,soccer,negative,0
97,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-04-29 18:04:00,GIF,soccer,negative,0
98,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2020-12-15 03:05:00,GIF,soccer,negative,0
99,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-12-27 23:36:00,audio,culture,negative,0
100,026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-10-20 13:31:00,audio,culture,negative,0
101,f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,2021-03-25 19:36:00,audio,education,negative,0
102,258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2020-11-26 14:04:00,photo,education,negative,0
103,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-03-12 11:30:00,photo,studying,negative,0
104,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2021-04-13 07:30:00,photo,studying,negative,0
105,8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-06-24 06:45:00,photo,studying,negative,0
106,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-24 20:52:00,audio,science,negative,0
107,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2020-11-25 19:43:00,audio,science,negative,0
108,e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-26 15:54:00,audio,science,negative,0
109,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-10-03 19:24:00,GIF,fitness,negative,0
110,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-06-16 16:12:00,GIF,fitness,negative,0
111,409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-01-29 09:21:00,GIF,fitness,negative,0
112,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2020-12-26 09:23:00,video,science,negative,0
113,eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2021-02-04 21:00:00,video,science,negative,0
114,9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,2021-01-16 07:00:00,GIF,travel,negative,0
115,841403fd-321b-4118-90b3-cc0075d64047,disgust,2020-09-27 06:26:00,GIF,studying,negative,0
116,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2021-11-03 08:12:00,video,culture,negative,0
117,3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2020-06-23 18:41:00,video,culture,negative,0
118,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-12-29 08:39:00,photo,science,negative,0
119,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2021-04-27 00:46:00,photo,science,negative,0
120,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-11-20 10:39:00,photo,science,negative,0
121,0491183b-be25-4108-b667-8c30d3cdbf50,disgust,2020-11-07 18:45:00,audio,veganism,negative,0
122,359b93ea-446f-4202-8801-db238de5de4d,disgust,2021-02-26 19:38:00,photo,food,negative,0
123,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-09-06 06:01:00,video,healthy eating,negative,0
124,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-08-04 01:19:00,video,healthy eating,negative,0
125,0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2020-08-31 08:14:00,video,healthy eating,negative,0
126,86346263-02db-4020-a216-9e54f502f643,disgust,2020-09-19 14:51:00,GIF,travel,negative,0
127,86346263-02db-4020-a216-9e54f502f643,disgust,2020-04-11 05:30:00,GIF,travel,negative,0
128,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,2020-09-28 14:41:00,photo,studying,negative,0
129,9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,2021-03-13 14:46:00,video,science,negative,0
130,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-06-05 04:52:00,photo,culture,negative,0
131,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-03-18 15:44:00,photo,culture,negative,0
132,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2020-10-31 11:07:00,GIF,culture,negative,0
133,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-02-26 18:46:00,GIF,culture,negative,0
134,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-01-22 03:45:00,GIF,culture,negative,0
135,fada6910-2cc5-4600-808c-1e6066f795a6,disgust,2020-08-26 19:01:00,GIF,technology,negative,0
136,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2021-02-27 07:03:00,photo,culture,negative,0
137,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2020-06-27 14:11:00,photo,culture,negative,0
138,1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-07-07 20:10:00,GIF,science,negative,0
139,c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,2021-04-15 19:16:00,GIF,veganism,negative,0
140,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-03-01 06:27:00,video,healthy eating,negative,0
141,af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-04-20 15:01:00,video,healthy eating,negative,0
142,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-11-24 08:08:00,video,healthy eating,negative,0
143,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-12-21 19:33:00,video,healthy eating,negative,0
144,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2021-04-05 17:40:00,video,healthy eating,negative,0
145,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-11 23:23:00,photo,dogs,negative,0
146,cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2021-02-15 11:09:00,photo,dogs,negative,0
147,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-12-04 10:58:00,photo,travel,negative,0
148,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-01-01 15:36:00,photo,travel,negative,0
149,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-12-13 17:23:00,photo,travel,negative,0
150,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-11-13 10:06:00,photo,travel,negative,0
151,ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,2021-05-25 23:39:00,video,soccer,negative,0
152,d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,2021-05-25 07:18:00,audio,culture,negative,0
153,62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,2021-10-02 16:00:00,audio,veganism,negative,0
154,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-23 11:36:00,GIF,cooking,negative,0
155,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-03-04 22:31:00,GIF,cooking,negative,0
156,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-12-23 13:18:00,GIF,cooking,negative,0
157,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-16 10:24:00,GIF,cooking,negative,0
158,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-08-07 21:07:00,GIF,cooking,negative,0
159,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-13 15:40:00,GIF,cooking,negative,0
160,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-09-14 10:32:00,GIF,cooking,negative,0
161,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-14 23:46:00,GIF,cooking,negative,0
162,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-01-11 08:01:00,GIF,cooking,negative,0
163,67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-05-20 00:01:00,GIF,cooking,negative,0
164,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-06-07 14:07:00,audio,technology,negative,0
165,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-06-09 13:50:00,audio,technology,negative,0
166,65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-10-15 04:56:00,audio,technology,negative,0
167,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-01-20 20:27:00,video,education,negative,0
168,433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-04-14 03:34:00,video,education,negative,0
169,1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,2021-01-23 20:42:00,audio,studying,negative,0
170,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,2020-06-07 15:48:00,video,studying,negative,0
171,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-24 20:48:00,video,public speaking,negative,0
172,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-01-09 08:27:00,video,public speaking,negative,0
173,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2021-02-02 11:04:00,video,public speaking,negative,0
174,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-06-05 16:55:00,audio,technology,negative,0
175,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2021-03-02 17:39:00,GIF,education,negative,0
176,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2020-07-24 09:08:00,GIF,education,negative,0
177,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-05-24 09:55:00,video,public speaking,negative,0
178,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-04-29 20:20:00,video,public speaking,negative,0
179,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-25 06:35:00,photo,food,negative,0
180,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-12 11:40:00,photo,food,negative,0
181,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-07-15 12:39:00,photo,food,negative,0
182,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2020-03-09 08:25:00,GIF,public speaking,negative,0
183,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-01-21 16:00:00,photo,animals,negative,0
184,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-02-25 22:40:00,photo,animals,negative,0
185,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,2021-05-04 05:18:00,photo,education,negative,0
186,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,2020-08-21 17:43:00,GIF,soccer,negative,0
187,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-04-11 01:35:00,photo,travel,negative,0
188,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2021-05-23 19:58:00,photo,travel,negative,0
189,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-06-20 11:04:00,photo,travel,negative,0
190,b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-07-20 16:21:00,photo,travel,negative,0
191,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-01-24 03:47:00,photo,public speaking,negative,0
192,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-12-03 04:13:00,photo,public speaking,negative,0
193,1beeffff-f261-435f-a109-6fafe46669d4,disgust,2020-11-26 18:34:00,photo,public speaking,negative,0
194,61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,2020-04-09 09:40:00,GIF,tennis,negative,0
195,3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,2020-10-15 10:31:00,GIF,soccer,negative,0
196,2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,2021-06-05 03:02:00,audio,travel,negative,0
197,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-04-07 16:40:00,video,veganism,negative,0
198,b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-21 02:54:00,video,veganism,negative,0
199,d706b190-216c-4103-9107-fb7304766d68,disgust,2020-02-10 15:49:00,video,cooking,negative,0
200,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-03-23 01:45:00,video,cooking,negative,0
201,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-04-23 13:53:00,video,cooking,negative,0
202,d706b190-216c-4103-9107-fb7304766d68,disgust,2021-09-01 13:42:00,video,cooking,negative,0
203,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-08-01 20:20:00,audio,tennis,negative,0
204,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-04-13 05:12:00,audio,tennis,negative,0
205,2c511a63-5eb5-422f-8483-c9fcf9a29b55,disgust,2020-07-09 18:59:00,GIF,technology,negative,0
206,edc4a60a-b5ba-4178-b99e-9d34ed92599c,disgust,2020-08-07 13:41:00,audio,technology,negative,0
207,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2020-12-26 08:14:00,photo,animals,negative,0
208,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2020-11-14 00:40:00,photo,animals,negative,0
209,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2021-05-25 15:23:00,photo,animals,negative,0
210,e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,2021-04-28 23:43:00,video,soccer,negative,0
211,e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,2020-03-09 05:09:00,video,soccer,negative,0
212,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2020-10-16 08:30:00,video,dogs,negative,0
213,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2021-10-05 15:05:00,video,dogs,negative,0
214,509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2021-01-13 19:15:00,video,dogs,negative,0
215,f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,2020-06-20 06:53:00,GIF,soccer,negative,0
216,08cc29f3-a22d-4652-8f27-ff9e0a826289,disgust,2020-01-11 06:30:00,photo,technology,negative,0
217,a784c1dd-e2ab-408d-a0c3-226a51d420e1,disgust,2020-09-16 15:06:00,audio,technology,negative,0
218,3a106d1f-3942-49d4-9358-417f33d760c6,disgust,2021-05-05 13:03:00,photo,fitness,negative,0
219,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2020-12-07 11:17:00,audio,soccer,negative,0
220,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2020-12-12 03:19:00,audio,soccer,negative,0
221,5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2021-07-03 03:51:00,audio,soccer,negative,0
222,de95cdb1-a85a-40de-8467-892e2d1481af,disgust,2021-01-25 12:39:00,video,education,negative,0
223,6199f5ca-cc02-410d-a408-e034946de162,disgust,2021-09-04 00:41:00,video,animals,negative,0
224,6199f5ca-cc02-410d-a408-e034946de162,disgust,2020-11-17 07:00:00,video,animals,negative,0
225,6199f5ca-cc02-410d-a408-e034946de162,disgust,2020-04-08 23:23:00,video,animals,negative,0
226,8490c29c-177f-4c21-9d37-d509f9287f30,disgust,2021-05-26 07:47:00,GIF,tennis,negative,0
227,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,2021-04-20 11:09:00,video,science,negative,0
228,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2021-02-13 00:27:00,photo,animals,negative,0
229,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2021-03-04 22:22:00,photo,animals,negative,0
230,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2020-09-28 09:23:00,photo,animals,negative,0
231,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2020-09-22 14:42:00,photo,animals,negative,0
232,7c2e209e-acea-4246-a32d-636e2f2cc2c1,disgust,2021-03-23 09:39:00,video,dogs,negative,0
233,2eb7feec-26a4-4949-8470-3e66c16536e9,disgust,2020-08-26 14:32:00,video,tennis,negative,0
234,f783f128-6f66-4ef3-a190-5afc29d17012,disgust,2021-02-05 06:03:00,GIF,tennis,negative,0
235,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,2021-02-24 18:21:00,video,cooking,negative,0
236,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,2020-04-07 05:59:00,video,cooking,negative,0
237,6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,2021-02-02 07:51:00,video,food,negative,0
238,6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,2021-04-16 03:54:00,video,food,negative,0
239,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,2020-02-12 01:41:00,video,technology,negative,0
